date_time_published_gmt,message_id,categories,mile_markers,river_name,mile_marker_min,mile_marker_max,geographic_area,originator,criticality,notes
2024-08-03 22:38:16,CCGD8 BNM 0060-24,shoaling,,,,,FL - GULF OF MEXICO,D8,SAFETY,"AS TROPICAL STORM DEBBY APPROACHES, AIDS TO NAVIGATION AND STRUCTURES IN THE GULF OF MEXICO AND SURROUNDING WATERS MAY BE DAMAGED OR DESTROYED. LIGHTED AND UNLIGHTED BUOYS MAY MOVE FROM ASSIGNED POSITIONS, SINK, BE DAMAGED, EXTINGUISHED, OR OTHERWISE MADE INOPERATIVE. MARINERS SHOULD NOT RELY UPON THE POSITION OR OPERATION OF AN AID TO NAVIGATION IN THESE AREAS, BUT SHOULD EMPLOY SUCH OTHER METHODS OF DETERMINING POSITION AS MAY BE AVAILABLE. WRECKS AND SUBMERGED OBSTRUCTIONS MAY MOVE FROM CHARTED LOCATIONS AND PIPELINES MAY BECOME UNCOVERED OR MOVE DUE TO THE FORCE OF STORM SURGE. STORM SURGE AND WINDS MAY CREATE SHOALS IN AFFECTED WATERS. DRAWBRIDGES MAY DEVIATE FROM NORMAL OPERATING PROCEDURES AND SOME BRIDGES MAY BE UNABLE TO OPEN DUE TO HIGH WINDS OR TO FACILITATE EVACUATION OF LAND TRAFFIC. MARINERS SHOULD ANTICIPATE BRIDGE CLOSURES BY LISTENING TO THE NATIONAL WEATHER SERVICE AND COAST GUARD BROADCASTS ON TROPICAL STORM CONDITIONS. BECAUSE OF THE UNCERTAINTY OF TROPICAL STORM MOVEMENTS AND BRIDGE CLOSURES, MARINERS SHOULD SEEK PASSAGE THROUGH DRAWBRIDGES WELL IN ADVANCE OF THE ARRIVAL OF GALE FORCE WINDS. LOCKS AND NAVIGATION STRUCTURES WILL PASS NAVIGATION UNTIL SUCH TIME THAT WATER LEVELS AND WIND CONDITIONS WARRANT OPERATIONS UNSAFE. THE STRUCTURES WILL THEN CLOSE IN ACCORDANCE WITH HURRICANE PROCEDURES. MARINERS WILL BE GIVEN AS MUCH NOTICE ASPOSSIBLE WHEN STRUCTURES ARE TO CLOSE; HOWEVER, THESE STRUCTURES MAY CLOSE ON SHORT NOTICE OR WELL IN ADVANCE OF THE ACTUAL STORM. MARINERS SHOULD SEEK SAFE HARBOR AS SOON AS POSSIBLE.2. ALL SECTORS SHOULD BROADCAST SPANISH AND VIETNAMESE VERSIONS, AS APPROPRIATE. SECTORS SHOULD UTILIZE THE FOREIGN LANGUAGE INTERPRETER SERVICES.CANCEL AT//060500Z AUG 24// BT"
2023-12-13 11:52:45,SEC LMR BNM 0087-23,dredging,MM 488 - 483 LMR,MISSISSIPPI-LO,483.0,488.0,MM 488-483 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN will be conducting dredging operations IVO MM 488 - 483 LMR. Work will be conducted 24-hours a day, 7-days a week.2. BEGINNING 14 DECEMBER 2023, ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN prior to transiting via VHF-FM Channel 13, or at (601) 618-2157, to make passing arrangements.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEJADWIN. BT"
2023-12-13 17:30:09,SEC LMR BNM 0087-23 UPDATE-1,dredging,MM 488 - 483 LMR,MISSISSIPPI-LO,483.0,488.0,MM 488-483 LMR,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN will be conducting dredging operations IVO MM 488 - 483 LMR. Work will be conducted 24-hours a day, 7-days a week.2. BEGINNING 14 DECEMBER 2023, ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURSWITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN prior to transiting via VHF-FM Channel 13, or at (601) 618-2157, to make passing arrangements.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEJADWIN. BT"
2023-12-15 18:48:01,SEC LMR BNM 0088-23,dredging,,,,,MM 726 LMR,Lower Mississippi,SAFETY,1. MARINERS ARE ADVISED THAT GREAT LAKES DREDGE VESSEL IOWA WILL BE CONDUCTINGDREDGING OPERATIONS IVO MCKELLAR LAKE COMMENCING 16 DECEMBER.2. ABOVE WATER DREDGE PIPING WILL EXTEND FROM THE ADM FACILITY ACROSS THE WATERTO TREASURE ISLAND.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT THE DREDGE IOWA ONMARINE VHF-FM ON CH-71 OR CH-13 TO COORDINATE PASSING ARRANGEMENTS. BT
2023-12-20 17:48:31,SEC LMR BNM 0089-23,shoaling,MM 540.2 LMR,MISSISSIPPI-LO,540.2,540.2,MM 540. LMR,Lower Mississippi,SAFETY,A. SHOALING HAS BEEN REPORTED IN THE VICINITY OF MM 540.2 LMR APPROXIMATELY 150FT OFF OF THE RED BUOY LINE.B. ALL MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2023-12-20 17:53:03,SEC LMR BNM 0090-23,shoaling,MM 355 ARK,ARKANSAS,355.0,355.0,MM 355 ARK,Lower Mississippi,SAFETY,A. SHOALING HAS BEEN REPORTED IN THE VICINITY OF MM 355 ARK ON THE RDB.B. ALL MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2023-12-28 11:19:42,SEC LMR BNM 0089-23 UPDATE-1,shoaling,MM 663 LMR;MM 540.2 LMR,MISSISSIPPI-LO,540.2,663.0,MM 540. LMR,Lower Mississippi,UPDATE,"A. SHOALING HAS BEEN REPORTED IN THE FOLLOWING LOCATIONS ALONG THE LOWERMISSISSIPPI RIVER:1. MM 663 LMR, SHOALING HAS BEEN REPORTED 600 FT OFF THE LDB.2. MM 540.2 LMR, SHOALING HAS BEEN REPORTED APPROXIMATELY 150 FT OFF THE REDBUOY LINE.B. ALL MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION. BT"
2023-12-29 11:16:43,SEC LMR BNM 0089-23 UPDATE-2,shoaling,MM 663 LMR;MM 540.2 LMR;MM 379.1-389.1 LMR,MISSISSIPPI-LO,379.1,663.0,MM 540. LMR,Lower Mississippi,UPDATE,"P R 291610Z DEC 23FM COMCOGARD SECTOR LOWER MISSISSIPPI RIVER MEMPHIS TNTO CCGDEIGHT NEW ORLEANS LAINFO NGA NAVSAFETY WASHINGTON DCCOGARD NAVCEN ALEXANDRIA VAUSCGC KANKAKEEUSCGC KANAWHAUSCGC CHENAUSCGC KICKAPOOUSCGC GREENBRIERUSCGC PATOKACOGARD ANT COLFAX LABTUNCLASSUBJ: BROADCAST NOTICE TO MARINERSSEC LMR BNM 0089-23 UPDATE 02MM 663 - 540.2 LMRA. SHOALING HAS BEEN REPORTED IN THE FOLLOWING LOCATIONS ALONG THE LOWERMISSISSIPPI RIVER:1. MM 663 LMR, SHOALING HAS BEEN REPORTED 600 FT OFF THE LDB.2. MM 540.2 LMR, SHOALING HAS BEEN REPORTED APPROXIMATELY 150 FT OFF THE REDBUOY LINE.3. SHAOLING HAS BEEN REPORTED FROM MM 379.1-389.1 LMR.B. ALL MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION. BT"
2024-01-05 11:25:31,SEC LMR BNM 0001-24,shoaling,MM 580 LMR;MM 453.5 LMR;MM 409 LMR,MISSISSIPPI-LO,409.0,580.0,MM 580 - 409 LMR,Lower Mississippi,SAFETY,"THE COAST GUARD HAS RECEIVED REPORTS OF HAZARDS TO NAVIGATION ALONG THE LOWER MISSISSIPPI RIVER IN THE FOLLOWING LOCATIONS: MM 580 LMR, SHOALING HAS BEEN REPORTED NEAR THE ARKANSAS RIVER CONFLUENCE, 500 FT OFF THE RDB. MM 453.5 LMR, A SUBMERGED OBJECT HAS BEEN REPORTED IVO THE RDB. MM 409 LMR, CROSS-CHANNEL SHOALING HAS BEEN REPORTED. B. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION.  BT"
2023-10-03 12:28:09,SEC LMR BNM 0068-23,dredging,MM 625-615 LMR,MISSISSIPPI-LO,615.0,625.0,MM 625 - 615 LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 625-615 LMR. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS. ALL MARINERS INTENDING TO TRANSIT THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF CH-13 TO MAKE PASSING ARRANGEMENTS OR BE PLACED IN THE QUEUE ONCE TRAFFIC HAS BEEN STOPPED. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION.  BT"
2023-10-04 05:19:14,SEC LMR BNM 0069-23,dredging,MM 539 - 543 LMR,MISSISSIPPI-LO,539.0,543.0,MM 539 - 543 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACEMCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 539 - 543 LMR.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURSWITH POSSIBLE ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITING THE AREA ARE DIRECTED TO CONTACT 601-572-1642 TO BEPLACED INTO THE VESSEL QUEUE.4. DREDGE WALLACE MCGEORGE WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OFTHE 24-HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEWALLACE MCGEORGE. BT"
2023-10-04 05:18:52,SEC LMR BNM 0067-23 UPDATE-1,dredging,MM 740 - 750.2,MISSISSIPPI-LO,740.0,750.2,MM 760 - 750 LMR,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE HURLEY WILL BECONDUCTING DREDGING OPERATIONS IVO MM 740 - 750.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT MV GEORGE C.GRUGETT VIA TELEPHONE AT 901 605 8570 OR MARINE VHF-FM ON CH-13 TO BE PLACED INTHE QUEUE.4. MV GEORGE C. GRUGETT WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS. BT"
2023-10-04 11:50:35,SEC LMR BNM 0070-23,shoaling,MM 589.4 LMR,MISSISSIPPI-LO,589.4,589.4,MM 589.4 LMR,Lower Mississippi,SAFETY,1. POTENTIAL SHOALING HAS BEEN REPORTED AT MM 589.4 LMR.2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2023-10-06 14:49:42,SEC LMR BNM 0054-23,draft restriction,MM 869 - 303 LMR,MISSISSIPPI-LO,303.0,869.0,,Lower Mississippi,CANCELLATION,1. CANCEL SEC LMR BNM 0054-23 DTG 241427Z AUG 232. TOW AND DRAFT RESTRICTIONS FOR MM 869 - 303 LMR ARE DOCUMENTED IN D8 LNM AND IN SEC LMR MSIB 23-01. MSIB'S CAN BE FOUND ON SEC LMR'S HOMEPORT WEBPAGE UNDER THE SAFETY NOTIFICATIONS SECTION. BT
2023-10-09 11:00:48,SEC LMR BNM 0071-23,dredging,MM 545 - 535 LMR,MISSISSIPPI-LO,535.0,545.0,MM 545 - 535 LMR,Lower Mississippi,SAFETY,"CONTINUING UNTIL FURTHER NOTICE, THE ACOE DREDGE JADWIN IS CONDUCTING DREDGING OPERATIONS BETWEEN MM 545 - 535 LMR. WORK WILL BE CONDUCTED 24-HOURS A DAY, 7-DAYS A WEEK. WHEN DREDGING, REMOVED MATERIAL IS PUMPED THROUGH A PONTOON PIPELINE, WHICH MAY BE CROSSING THE CHANNEL, AND IS PLACED OUTSIDE THE NAVIGATION CHANNEL. MARINERS SHOULD BE ON THE LOOKOUT FOR TENDER BOATS, BARGES, SMALL SURVEY BOATS, AND PIPELINE WHEN TRANSITING THE DREDGE AREA. TRAFFIC MAY BE STOPPED FOR PERIODS OF 24-HOURS WHEN DREDGING. MARINERS ARE REQUESTED TO CONTACT THE DREDGE JADWIN PRIOR TO TRANSITING VIA VHF-FM CH 13, OR AT (601) 618-2157, TO MAKE PASSING ARRANGEMENTS OR ENTER THE VESSEL QUEUE. MARINERS ARE URGED TO TRANSIT AT THEIR SLOWEST SAFE SPEED TO MINIMIZE THEIR WAKE AND PROCEED WITH CAUTION AFTER PASSING ARRANGEMENTS HAVE BEEN MADE.  BT"
2023-10-10 20:19:40,SEC LMR BNM 0073-23,shoaling,MM 816 LMR,MISSISSIPPI-LO,816.0,816.0,LMR MM 816,Lower Mississippi,SAFETY,1. ALL MARINERS ARE ADVISED THAT SHOALING HAS BEEN REPORTED AT MM 816 LMR. 2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2023-10-10 20:18:19,SEC LMR BNM 0072-23,dredging,MM 736.2,MISSISSIPPI-LO,736.2,736.2,LMR MM 736,Lower Mississippi,SAFETY,1. MARINERS ARE ADVISED THAT GREAT LAKES DREDGE IOWA WILL BE WORKING IVO WOLF RIVER AND DISCHARGING INTO THE LOWER MISSISSIPPI RIVER IVO MM 736.2. MARINERS WITH CONCERNS SHOULD CONTACT THE DREDGE IOWA ON MARINE VHF-FM ON CH-13 OR CH-71. BT
2023-10-13 21:21:36,SEC LMR BNM 0074-23,shoaling,MM 784.1 LMR,MISSISSIPPI-LO,784.1,784.1,MM 784.1 LMR,Lower Mississippi,SAFETY,1. THE CG RECIEVED A REPORT OF SHOALING IVO MM 784.1 LMR MID-CHANNEL.2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION.CANCEL AT//252200Z OCT 23// BT
2023-10-15 17:18:46,SEC LMR BNM 0075-23,shoaling,MM 536 LMR,MISSISSIPPI-LO,536.0,536.0,MM 536 LMR,Lower Mississippi,SAFETY,A. THE COAST GUARD RECEIVED A REPORT OF SHOALING IVO MM 536 LMR LDB. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2023-10-15 17:18:23,SEC LMR BNM 0076-23,draft restriction,MM 0.0,WHITE,0.0,0.0,MM 0.0 WHITE RIVER,Lower Mississippi,SAFETY,"A. MARINERS ARE ADVISED OF A 7FT DRAFT RESTICTION FROM MONTGOMERY POINT LOCK AND DAM TO MM 0.0 ON THE WHITE RIVER DUE TO EXTREME LOW WATER CONDITIONS ON THE LOWER MISSISSIPPI RIVER. MARINERS INTENDING TO TRANSIT THE AREA ARE DIRECTED TO REVIEW NAVIGATION NOTICE SWL 23-62, PUBLISHED BY USACE LITTLE ROCK DISTRICT. FOR FURTHER INSTRUCTIONS AND ADDITIONAL INFORMATION. VESSELS TRANSITING THE AREA SHOULD DO SO WITH CAUTION. BT"
2023-10-15 17:17:59,SEC LMR BNM 0077-23,dredging,MM 437 LMR,MISSISSIPPI-LO,437.0,437.0,MM 437 LMR,Lower Mississippi,SAFETY,"A. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 437 LMR, COMMENCING 1200 ON 16OCT2023.1. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.2. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE.3. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24-HOUR PERIOD.4. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN BT"
2023-10-17 09:42:38,SEC LMR BNM 0074-23 UPDATE-1,shoaling,MM 784.1 LMR;MM 484 LMR,MISSISSIPPI-LO,484.0,784.1,MM 784.1 LMR,Lower Mississippi,UPDATE,A. THE CG HAS RECIEVED REPORTS OF SHOALING ON THE LMR IN THE FOLLOWING AREAS: 1. MM 784.1 LMR MID-CHANNEL2. MM 484 LMR RDB B. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION.CANCEL AT//251700Z OCT 23// BT
2023-10-17 12:18:12,SEC LMR BNM 0077-23 UPDATE-1,dredging,MM 437 LMR,MISSISSIPPI-LO,437.0,437.0,MM 437 LMR,Lower Mississippi,UPDATE,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN IS CONDUCTING DREDGING OPERATIONS IVO MM 437 LMR ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-572-1642 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE. DREDGE JADWIN WILL COORDINATE QUEUE CLEARANCE AT THE CONCLUSION OF THE 24-HOUR PERIOD. UPON APPROVAL TO TRANSIT, SOUTH-BOUND VESSELS SHOULD MAINTAIN A 2-MILE SPACING. ALL MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN.  BT"
2023-10-18 07:00:24,SEC LMR BNM 0074-23 UPDATE-2,shoaling,MM 484 - 784.1;MM 784.1 LMR;MM 721 LMR;MM 639 LMR;MM 484 LMR,MISSISSIPPI-LO,484.0,784.1,MM 784.1 LMR,Lower Mississippi,UPDATE,MM 484 - 784.1 LMRA. THE CG HAS RECIEVED REPORTS OF SHOALING ON THE LMR IN THE FOLLOWING AREAS: 1. MM 784.1 LMR MID-CHANNEL2. MM 721 LMR LDB3. MM 639 LMR MID-CHANNEL2. MM 484 LMR RDB B. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION.CANCEL AT//252200Z OCT 23// BT
2023-10-21 10:41:24,SEC LMR BNM 0078-23,shoaling,MM 704 LMR;MM 639 LMR;MM 523.1 LMR,MISSISSIPPI-LO,523.1,704.0,MM 704 - 523.1 LMR,Lower Mississippi,SAFETY,"THE FOLLOWING HAZARDS TO NAVIGATION HAVE BEEN REPORTED ON THE LMR: 1. MM 704 LMR, SHOALING HAS BEEN CROSS CHANNEL 2. MM 639 LMR, A SUBMERGED OBJECT HAS BEEN REPROTED MID-CHANNEL 3. MM 523.1 LMR, SHOALING HAS BEEN REPORTED MID-CHANNEL B. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION  BT"
2023-10-21 20:11:56,SEC LMR BNM 0078-23 UPDATE-1,shoaling,MM 704 - 332;MM 704 LMR;MM 523.1 LMR;MM 332 LMR,MISSISSIPPI-LO,332.0,704.0,MM 704 - 523.1 LMR,Lower Mississippi,UPDATE,"MM 704 - 332 LMRA. THE FOLLOWING HAZARDS TO NAVIGATION HAVE BEEN REPORTED ON THE LMR:1. MM 704 LMR, SHOALING HAS BEEN REPORTED CROSS CHANNEL2. MM 523.1 LMR, SHOALING HAS BEEN REPORTED MID-CHANNEL3. MM 332 LMR, SHOALING HAS BEEN REPORTED CROSS CHANNELB. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION.CANCEL AT//262200Z OCT 23// BT"
2023-10-25 19:21:08,SEC LMR BNM 0078-23,shoaling,,,,,,Lower Mississippi,CANCELLATION,A. MY P 231048Z OCT 23 SEC LMR BNM 0078-23 UPDATE 031. CANCEL REF A. SHOALING DOCUMENTED IN D8 LNM.
2023-10-26 10:59:22,SEC LMR BNM 0079-23,shoaling,MM 484.1 LMR,MISSISSIPPI-LO,484.1,484.1,LMR MM 484.1,Lower Mississippi,SAFETY,A. THE COAST GUARD HAS RECEIEVED REPORTS OF SHOALING IN THE FOLLOWING AREAS:1. MM 484.1 LMR RIGHT DESCENDING BANKB. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION.CANCEL AT//022200Z NOV 23// BT
2023-11-01 15:13:58,SEC LMR BNM 0080-23,dredging,Mile 485.0,MISSISSIPPI-LO,485.0,485.0,MM 485 LM,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE Dredge JADWIN is conducting dredging operations in the vicinity of Mile 485.0. Work will be conducted 24-hours a day, 7-days a week.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN prior to transiting via VHF-FM Channel 13, or at (601) 618-2157, to make passing arrangements.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN. BT"
2023-11-19 16:22:23,SEC LMR BNM 0083-23,dredging,MM 652,MISSISSIPPI-LO,652.0,652.0,MM 652 LM,Lower Mississippi,SAFETY,1. MARINERS ARE ADVISED THAT DREDGING OPERATIONS ARE BEING CONDUCTED IVO PHILLIPS CITY HARBOR WITH A DISCHARGE PIPELINE EXTENDING INTO THE LOWER MISSISSIPPI RIVER IVO MM 652 ALONG THE RDB.2. MARINERS WITH CONCERNS SHOULD CONTACT THE GREAT LAKES DREDGE DOCK VIA VHF-FMCH 16 OR AT (772) 559-9889. BT
2023-11-22 17:17:12,SEC LMR BNM 0084-23,shoaling,,,,,MM 42 RED,Lower Mississippi,SAFETY,1. THE COAST GUARD RECEIVED A REPORT OF POSSIBLE SHOALING ON THE RED RIVER IVOMM 42 ALONG THE RDB.2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION.BT
2023-12-01 17:26:15,SEC LMR BNM 0086-23,dredging,MM 835-842 LMR,MISSISSIPPI-LO,835.0,842.0,MM 842 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE HURLEY WILL BECONDUCTING DREDGING OPERATIONS IVO BOOTH POINT MM 835-842 LMR.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE HURLEY VIA MARINE VHF-FM ON CH-13/CH-16 TO BE PLACED IN THE QUEUE.4. DREDGE HURLEY WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS. BT"
2023-12-01 17:24:53,SEC LMR BNM 0085-23,dredging,MM 528-522 LMR,MISSISSIPPI-LO,522.0,528.0,MM 528 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN will be conducting dredging operations IVO Lake Port MM 528-522 LMR. Work will be conducted 24-hours a day, 7-days a week.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN prior to transiting via VHF-FM Channel 13, or at (601) 618-2157, to make passing arrangements.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEJADWIN. BT"
2023-08-21 13:36:48,CCGD8 BNM 0039-23,shoaling,,,,,TX - GULF OF MEXICO,D8,SAFETY,"1. WITH THE APPROACH OF POTENTIAL TROPICAL CYCLONE 9, AIDS TO NAVIGATION AND STRUCTURES IN THE GULF OF MEXICO AND SURROUNDING WATERS MAY BE DAMAGED OR DESTROYED. LIGHTED AND UNLIGHTED BUOYS MAY MOVE FROM ASSIGNED POSITIONS, BE DAMAGED, EXTINGUISHED, SINK, OR OTHERWISE MADE INOPERATIVE. MARINERS SHOULD NOT RELY UPON THE POSITION OR OPERATION OF AN AID TO NAVIGATION IN THESE AREAS, BUT SHOULD EMPLOY SUCH OTHER METHODS OF DETERMINING POSITION AS MAY BE AVAILABLE. WRECKS AND SUBMERGED OBSTRUCTIONS MAY MOVE FROM CHARTED LOCATIONS AND PIPELINES MAY BECOME UNCOVERED OR MOVE DUE TO THE FORCE OF STORM SURGE. STORM SURGE AND WINDS MAY CREATE SHOALS IN AFFECTED WATERS. DRAWBRIDGES MAY DEVIATE FROM NORMAL OPERATING PROCEDURES. SOME BRIDGES MAY BE UNABLE TO OPEN DUE TO HIGH WINDS. OTHERS MAY BE AUTHORIZED EXTENDED CLOSED PERIODS TO FACILITATE EVACUATION OF LAND TRAFFIC. MARINERS SHOULD ANTICIPATE BRIDGE CLOSURES BY LISTENING TO THE NATIONAL WEATHER SERVICE AND COAST GUARD BROADCASTS ON TROPICAL STORM CONDITIONS. BECAUSE OF THE UNCERTAINTY OF TROPICAL STORM MOVEMENTS AND BRIDGE CLOSURES, MARINERS ARE URGED TO SEEK SAFE PASSAGE THROUGH DRAWBRIDGES WELL IN ADVANCE OF THE ARRIVAL OF GALE FORCE WINDS. LOCKS AND NAVIGATION STRUCTURES WILL BE OPERATED TO PASS NAVIGATION UNTIL SUCH TIME THAT WATER LEVEL AND WIND CONDITIONS WARRANT OPERATIONS UNSAFE. THE STRUCTURES WILL THEN BE CLOSED IN ACCORDANCE WITH HURRICANE PREPAREDNESS PROCEDURES. MARINERS WILL BE GIVEN AS MUCH NOTICE AS POSSIBLE WHEN STRUCTURES ARE TO CLOSE; HOWEVER, THESE STRUCTURES MAY CLOSE ON SHORT NOTICE WELL IN ADVANCE OF THE ACTUAL STORM. MARINERS ARE ADVISED TO SEEK SAFE HARBOR AS SOON AS POSSIBLE.2. ALL SECTORS SHOULD BROADCAST SPANISH AND VIETNAMESE VERSIONS, AS APPROPRIATE. SECTORS SHOULD UTILIZE THE FOREIGN LANGUAGE INTERPRETER SERVICES."
